,imdbId,Actor1,Actor2,Actor3,Actor4,Actor5,Actor6,Actor7,Actor8,Actor9,Actor10
4416,103747,John Goodman,Kelly McGillis,Trini Alvarado,Bruce Boxleitner,Peter Donat,James Cromwell,J.C. Quinn,Joseph Ragno,Richard Tyson,Ralph Marrero
4417,104926,Tom Selleck,Ken Takakura,Aya Takanashi,Dennis Haysbert,Toshi Shioya,Kôsuke Toyohara,Toshizo Fujiwara,Mak Takano,Kenji Morinaga,Joh Nishimura
4418,45125,Stewart Granger,Eleanor Parker,Janet Leigh,Mel Ferrer,Henry Wilcoxon,Nina Foch,Richard Anderson,Robert Coote,Lewis Stone,Elisabeth Risdon
4419,66402,Gene Wilder,Donald Sutherland,Hugh Griffith,Jack MacGowran,Billie Whitelaw,Victor Spinetti,Ewa Aulin,Helen Fraser,Rosalind Knight,Harry Fowler
4420,74811,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,Bernard Fresson,Lila Kedrova,Claude Dauphin,Claude Piéplu,Rufus,Romain Bouteille
4421,69495,Barbra Streisand,Ryan O'Neal,Madeline Kahn,Kenneth Mars,Austin Pendleton,Michael Murphy,Philip Roth,Sorrell Booke,Stefan Gierasch,Mabel Albertson
4422,286716,Eric Bana,Jennifer Connelly,Sam Elliott,Josh Lucas,Nick Nolte,Paul Kersey,Cara Buono,Todd Tesen,Kevin Rankin,Celia Weston
4423,333780,Reese Witherspoon,Sally Field,Regina King,Jennifer Coolidge,Bruce McGill,Dana Ivey,Mary Lynn Rajskub,Jessica Cauffiel,Alanna Ubach,J Barton
4424,165982,Brad Pitt,Catherine Zeta-Jones,Michelle Pfeiffer,Joseph Fiennes,Dennis Haysbert,Timothy West,Adriano Giannini,Raman Hui,Chung Chan,Jim Cummings
4425,181852,Arnold Schwarzenegger,Nick Stahl,Claire Danes,Kristanna Loken,David Andrews,Mark Famiglietti,Earl Boen,Moira Sinise,Chopper Bernet,Christopher Lawford
4426,324133,Charlotte Rampling,Ludivine Sagnier,Charles Dance,Jean-Marie Lamour,Marc Fayolle,Mireille Mossé,Michel Fau,Jean-Claude Lecas,Emilie Gavois-Kahn,Erarde Forestali
4427,325980,Johnny Depp,Geoffrey Rush,Orlando Bloom,Keira Knightley,Jack Davenport,Jonathan Pryce,Lee Arenberg,Mackenzie Crook,Damian O'Hare,Giles New
4428,311429,Sean Connery,Naseeruddin Shah,Peta Wilson,Tony Curran,Stuart Townsend,Shane West,Jason Flemyng,Richard Roxburgh,Max Ryan,Tom Goodman-Hill
4429,308476,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,Mikhail Korobochkin,Aleksey Kashnikov,Denis Aksyonov,Aleksei Panzheyev,Aleksandr Kuykka,Vladimir Matveev,Aleksandr Zubkin
4430,300015,Romola Garai,Sophie Stuckey,Bill Nighy,Helena Little,Florence Jones,Harrison Ward,Rose Byrne,Tara Fitzgerald,Joe Sowerbutts,Henry Cavill
4431,322659,James Woods,Nick Nolte,Douglas Sebern,Claire Forlani,Duel Farnes,Mark Polish,Daryl Hannah,Graham Beckel,Josh Barker,Peter Coyote
4432,172156,Martin Lawrence,Will Smith,Jordi Mollà,Gabrielle Union,Peter Stormare,Theresa Randle,Joe Pantoliano,Michael Shannon,Jon Seda,Yul Vazquez
4433,319524,Mandy Moore,Allison Janney,Trent Ford,Alexandra Holden,Dylan Baker,Nina Foch,Mackenzie Astin,Connie Ray,Mary Catherine Garrison,Sonja Smits
4434,274166,Rowan Atkinson,Tasha de Vasconcelos,Ben Miller,Greg Wise,Douglas McFerran,Steve Nicolson,Terence Harvey,Kevin McNally,Tim Pigott-Smith,Nina Young
4435,284850,Devon Gummersall,Dylan Bruno,Gina Philips,Johnny Whitworth,Katharine Towne,Steve Van Wormer,Sandi Schultz,John Savage,Sabine Singh,Amy Greenspun
4436,301199,Chiwetel Ejiofor,Kriss Dosanjh,Israel Oyelumade,Yemi Goodman Ajibade,Nizwar Karanj,Deobia Oparei,Jeffery Kissoon,Zlatko Buric,Audrey Tautou,Sophie Okonedo
4437,322725,Ernesto Mahieux,Valerio Foglia Manzillo,Elisabetta Rocchetti,Lina Bernardi,Pietro Biondi,Marcella Granito,Giuseppe Arena,Bernardino Terracciano,Rosario J. Gnolo,Vincenzo Puocci
4438,280696,Kick Gurry,Maya Stange,Pia Miranda,Russell Dykstra,Brett Stiller,Chris Sadrinna,Andy Anderson,Marton Csokas,Yvette Duncan,Tiriel Mora
4439,113533,Wil Horneff,Jean Marie Barnwell,Helen Shaver,John C. McGinley,Marvin J. McIntyre,Peter Boyle,Gregory Itzin,Titus Welliver,Tom Wilson,Alan Ruck
4440,101635,Jim Belushi,Kelly Lynch,Alisan Porter,John Getz,Fred Thompson,Cameron Thor,Branscombe Richmond,Steve Carell,Gail Boggs,Burke Byrnes
4441,110364,Rick Moranis,Ed O'Neill,Shawna Waldron,Devon Sawa,Todd Bosley,Michael Zwiener,Danny Pritchett,Troy Simmons,Sam Horrigan,Joey Simmrin
4442,100053,Dan Aykroyd,Gene Hackman,Dom DeLuise,Ronny Cox,Nancy Travis,Robert Prosky,Paul Koslo,Dick O'Neill,Jan Tríska,Leon Rippy
4443,53084,Peter Sellers,Jean Seberg,William Hartnell,David Kossoff,Leo McKern,MacDonald Parke,Austin Willis,Timothy Bateson,Monte Landis,Alan Gifford
4444,319829,Bob Dylan,Jeff Bridges,Penélope Cruz,John Goodman,Jessica Lange,Luke Wilson,Angela Bassett,Steven Bauer,Michael Paul Chan,Bruce Dern
4445,325703,Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone
4446,329575,David McCullough,Jeff Bridges,Paul Vincent O'Connor,Chris Cooper,Michael Ensign,James Keane,Valerie Mahaffey,David Doty,Carl M. Craig,Michael O'Neill
4447,338459,Antonio Banderas,Carla Gugino,Alexa PenaVega,Daryl Sabara,Ricardo Montalban,Holland Taylor,Sylvester Stallone,Mike Judge,Salma Hayek,Matt O'Leary
4448,252299,Joaquin Phoenix,Ed Harris,Scott Glenn,Anna Paquin,Elizabeth McGovern,Michael Peña,Leon,Gabriel Mann,Dean Stockwell,Brian Delate
4449,342167,Daniel Letterle,Joanna Chilcoat,Robin de Jesus,Steven Cutts,Vince Rimoldi,Kahiry Bess,Tiffany Taylor,Sasha Allen,Alana Allen,Anna Kendrick
4450,319769,Javier Bardem,Luis Tosar,José Ángel Egido,Nieve de Medina,Enrique Villén,Celso Bugallo,Joaquín Climent,Aida Folch,Serge Riaboukine,Laura Domínguez
4451,286947,Alicia Silverstone,Rachael Leigh Cook,Woody Harrelson,John Cleese,Paulo Costanzo,David Krumholtz,Joshua Leonard,Ivan Sergei,Marcus Thomas,Jeffrey Tambor
4452,68240,Jack Lemmon,Juliet Mills,Clive Revill,Edward Andrews,Gianfranco Barra,Franco Angrisano,Pippo Franco,Franco Acampora,Giselda Castrini,Raffaele Mottola
4453,101831,Gregory Hines,Renée Soutendijk,Michael Greene,Kurt Fuller,John M. Jackson,Loren Haynes,Nelson Mashita,Alan Haufrect,Maryedith Burrell,Norman Merrill
4454,102202,Sasha Mitchell,Peter Boyle,Dennis Chan,Cary-Hiroyuki Tagawa,John Diehl,Michel Qissi,Heather McComb,Vince Murdocco,Humberto Ortiz,Matthias Hues
4455,58265,Dean Martin,Kim Novak,Ray Walston,Felicia Farr,Cliff Osmond,Barbara Pepper,Skip Ward,Doro Merande,Bobo Lewis,Tom Nolan
4456,55256,James Cagney,Horst Buchholz,Pamela Tiffin,Arlene Francis,Liselotte Pulver,Howard St. John,Hanns Lothar,Leon Askin,Ralf Wolter,Karl Lieffen
4457,66249,Robert Stephens,Colin Blakely,Geneviève Page,Christopher Lee,Tamara Toumanova,Clive Revill,Irene Handl,Mollie Maureen,Stanley Holloway,Catherine Lacey
4458,89901,Fred Ward,Joel Grey,Wilford Brimley,J.A. Preston,George Coe,Charles Cioffi,Kate Mulgrew,Patrick Kilpatrick,Michael Pataki,Davenia McFadden
4459,94764,Rutger Hauer,Delroy Lindo,Anna Katarina,Vincent D'Onofrio,Gandhi MacIntyre,Justin Monjo,Aaron Martin,Joan Chen,Casey Huang,Quang Dinh
4460,61177,Woody Allen,The Lovin' Spoonful,Frank Buxton,Louise Lasser,Julie Bennett,Len Maxwell,Mickey Rose,Bryna Wilson,Tatsuya Mihashi,Mie Hama
4461,328828,Jason Biggs,Seann William Scott,Alyson Hannigan,Eddie Kaye Thomas,Thomas Ian Nicholas,January Jones,Eugene Levy,Molly Cheek,Deborah Rush,Fred Willard
4462,299930,Ben Affleck,Terry Camilleri,David Backus,Lenny Venito,Robert Silver,Luis Alberto Martínez,Justin Bartha,Jennifer Lopez,Christopher Walken,Todd Giebenhain
4463,283883,Jeremy Irons,Patricia Kaas,Thierry Lhermitte,Alessandra Martines,Claudia Cardinale,Jean-Marie Bigard,Ticky Holgado,Yvan Attal,Amidou,Sylvie Loeillet
4464,318411,Geraldine McEwan,Anne-Marie Duff,Nora-Jane Noone,Dorothy Duffy,Eileen Walsh,Mary Murray,Britta Smith,Frances Healy,Eithne McGuinness,Phyllis MacMahon
4465,314630,Campbell Scott,Denis Leary,Robin Tunney,Peter Samuel,Hope Davis,Jon Patrick Walker,Gianna Beleno,Lydia Jordan,Cassidy Hinkle,Adele D'Man
4466,322330,Jamie Lee Curtis,Lindsay Lohan,Mark Harmon,Harold Gould,Chad Michael Murray,Stephen Tobolowsky,Christina Vidal,Ryan Malgarini,Haley Hudson,Rosalind Chao
4467,257076,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Josh Charles,Jeremy Renner,Brian Van Holt,Olivier Martinez,Reg E. Cathey,Larry Poindexter
4468,306734,Kate Hudson,Jean-Marie Lhomme,Naomi Watts,Esmée Buchet-Deàk,Jean-Jacques Pivert,Melvil Poupaud,Catherine Samie,Samuel Labarthe,Leslie Caron,Thierry Lhermitte
4469,310149,Hideaki Itô,Yumiko Shaku,Shirô Sano,Yôichi Numata,Kyûsaku Shimada,Yôko Chôsokabe,Yôko Maki,Naomasa Musaka,Yutaka Matsushige,Shintarô Sonooka
4470,308508,Robert August,Rochelle Ballard,Shawn Barron,Layne Beachley,Jesse Brad Billauer,Bruce Brown,Dana Brown,Taj Burrow,Ken Collins,Ami DiCamillo
4471,39335,Ronald Colman,Signe Hasso,Edmond O'Brien,Shelley Winters,Ray Collins,Philip Loeb,Millard Mitchell,Joe Sawyer,Charles La Torre,Whit Bissell
4472,61132,Totò,Ninetto Davoli,Femi Benussi,Umberto Bevilacqua,Renato Capogna,Alfredo Leggi,Renato Montalbano,Flaminia Siciliano,Lena Lin Solaro,Giovanni Tarallo
4473,58715,Enrique Irazoqui,Margherita Caruso,Susanna Pasolini,Marcello Morante,Mario Socrate,Settimio Di Porto,Alfonso Gatto,Luigi Barbini,Giacomo Morante,Giorgio Agamben
4474,45274,Carlo Battisti,Maria Pia Casilio,Lina Gennari,Ileana Simova,Elena Rea,Memmo Carotenuto,De Silva,Alberto Albani Barbieri,Pasquale Campagnola,Riccardo Ferri
4475,103888,Delbert Ward,Roscoe Ward,Lyman Ward,Walt Geisler,Ken Elmer,John Teeple,Dave Goff,Joseph F. Loszynski,Harry Thurston,Ralph A. Cognetti
4476,99819,Kevin Kline,Tracey Ullman,Joan Plowright,River Phoenix,William Hurt,Keanu Reeves,James Gammon,Jack Kehler,Victoria Jackson,Miriam Margolyes
4477,329101,Robert Englund,Ken Kirzinger,Monica Keena,Jason Ritter,Kelly Rowland,Katharine Isabelle,Christopher Rodriguez Marquette,Brendan Fletcher,Tom Butler,Lochlyn Munro
4478,338077,Mike Vogel,Vince Vieluf,Adam Brody,Joey Kern,Jennifer Morrison,Jason London,Summer Altice,Bam Margera,Erin Murphy,Baron La Scala
4479,316356,Robert Duvall,Kevin Costner,Annette Bening,Michael Gambon,Michael Jeter,Diego Luna,James Russo,Abraham Benrubi,Dean McDermott,Kim Coates
4480,286112,Stephen Chow,Man-Tat Ng,Wei Zhao,Yin Tse,Hui Li,Cecilia Cheung,Karen Mok,Vincent Kok,Kai-Man Tin,Yat-Fei Wong
4481,263757,Brittany Murphy,Dakota Fanning,Marley Shelton,Donald Faison,Jesse Spencer,Austin Pendleton,Heather Locklear,Will Toale,Marceline Hugot,Pell James
4482,305206,Chris Ambrose,Joey Krajcar,Josh Hutcherson,Cameron Carter,Daniel Tay,Mary Faktor,Paul Giamatti,Harvey Pekar,Shari Springer Berman,Larry John Meyers
4483,313911,Frankie Muniz,Hilary Duff,Angie Harmon,Keith David,Cynthia Stevenson,Arnold Vosloo,Daniel Roebuck,Ian McShane,Darrell Hammond,Martin Donovan
4484,109369,John Putch,Peter Scolari,Romy Walthall,Jonathan Jackson,Joshua Gibran Mayweather,Andrew Keegan,Devin Oatway,Kellen McLaughlin,Brian Wagner,Marnette Patterson
4485,87425,David Naughton,Patrick Houser,Tracy Smith,John Patrick Reger,Frank Koppala,James Saito,Shannon Tweed,George Theobald,Mark Vance,Erik Watson
4486,45888,Vincent Price,Frank Lovejoy,Phyllis Kirk,Carolyn Jones,Paul Picerni,Roy Roberts,Angela Clarke,Paul Cavanagh,Dabbs Greer,Charles Bronson
4487,107504,Ally Sheedy,Lance Henriksen,Robert Costanzo,Fredric Lehne,John Cassini,J.D. Daniels,William Sanderson,Trula M. Marcus,Robin Frates,Rick Barker
4488,90103,John Cusack,Daphne Zuniga,Anthony Edwards,Boyd Gaines,Tim Robbins,Lisa Jane Persky,Viveca Lindfors,Nicollette Sheridan,Marcia Christie,Robert Anthony Marcucci
4489,86525,Nicolas Cage,Deborah Foreman,Elizabeth Daily,Michael Bowen,Cameron Dye,Heidi Holicker,Michelle Meyrink,Tina Theberge,Lee Purcell,Richard Sanders
4490,62467,Audrey Hepburn,Alan Arkin,Richard Crenna,Efrem Zimbalist Jr.,Jack Weston,Samantha Jones,Julie Herrod,Robby Benson,Jean Del Val,Mel Ferrer
4491,46438,Chishû Ryû,Chieko Higashiyama,Setsuko Hara,Haruko Sugimura,Sô Yamamura,Kuniko Miyake,Kyôko Kagawa,Eijirô Tôno,Nobuo Nakamura,Shirô Ôsaka
4492,91830,Marie Rivière,Amira Chemakhi,Sylvie Richez,María Luisa García,Basile Gervaise,Virginie Gervaise,René Hernandez,Dominique Rivière,Claude Jullien,Alaric Jullien
4493,66434,Robert Duvall,Donald Pleasence,Don Pedro Colley,Maggie McOmie,Ian Wolfe,Marshall Efron,Sid Haig,John Pearce,Irene Cagen,Gary Alan Marsh
4494,41546,Dennis Price,Valerie Hobson,Joan Greenwood,Alec Guinness,Audrey Fildes,Miles Malleson,Clive Morton,John Penrose,Cecil Ramage,Hugh Griffith
4495,57215,Tadao Takashima,Yôko Fujiyama,Yû Fujiki,Kenji Sahara,Ken Uehara,Hiroshi Koizumi,Jun Tazaki,Yoshifumi Tajima,Akihiko Hirata,Hideyo Amamoto
4496,51381,John Agar,John Hoyt,June Kenney,Michael Mark,Jack Kosslyn,Marlene Willis,Ken Miller,Laurie Mitchell,Scott Peters,Susan Gordon
4497,78721,Dudley Moore,Julie Andrews,Bo Derek,Robert Webber,Dee Wallace,Sam J. Jones,Brian Dennehy,Max Showalter,Rad Daly,Nedra Volz
4498,100814,Kevin Bacon,Fred Ward,Finn Carter,Michael Gross,Reba McEntire,Bobby Jacoby,Charlotte Stewart,Tony Genaro,Ariana Richards,Richard Marcus
4499,40725,Anton Walbrook,Marius Goring,Moira Shearer,Robert Helpmann,Albert Bassermann,Léonide Massine,Esmond Knight,Austin Trevor,Irene Browne,Hay Petrie
4500,57413,David Niven,Peter Sellers,Robert Wagner,Capucine,Brenda de Banzie,Colin Gordon,John Le Mesurier,James Lanphier,Guy Thomajan,Michael Trubshawe
4501,75066,Peter Sellers,Herbert Lom,Lesley-Anne Down,Burt Kwouk,Colin Blakely,Leonard Rossiter,André Maranne,Byron Kane,Howard K. Smith,Dick Crockett
4502,88944,Arnold Schwarzenegger,Rae Dawn Chong,Dan Hedaya,Vernon Wells,James Olson,David Patrick Kelly,Alyssa Milano,Bill Duke,Drew Snyder,Sharon Wyatt
4503,79073,Frank Langella,Laurence Olivier,Donald Pleasence,Kate Nelligan,Trevor Eve,Jan Francis,Janine Duvitski,Tony Haygarth,Teddy Turner,Sylvester McCoy
4504,68361,Fernando Rey,Paul Frankeur,Delphine Seyrig,Bulle Ogier,Stéphane Audran,Jean-Pierre Cassel,Julien Bertheau,Milena Vukotic,Maria Gabriella Maione,Claude Piéplu
4505,120472,Dan Gifford,Jim Cavanaugh,Dick DeGuerin,Clive Doyle,Jack Harwell,Jeff Jamar,Joseph Penno,Dick J. Reavis,Chuck Schumer,James D. Tabor
4506,235060,Ziyi Zhang,Honglei Sun,Hao Zheng,Yulian Zhao,Bin Li,Guifa Chang,Wencheng Sung,Qi Liu,Bo Ji,Zhongxi Zhang
4507,44741,Takashi Shimura,Shin'ichi Himori,Haruo Tanaka,Minoru Chiaki,Miki Odagiri,Bokuzen Hidari,Minosuke Yamada,Kamatari Fujiwara,Makoto Kobori,Nobuo Kaneko
4508,287969,Donal Logue,Cary Elwes,Michael Rapaport,Natasha Lyonne,DJ Qualls,Eileen Brennan,Monet Mazur,Danny Masterson,James Duval,Marshall Bell
4509,99040,Kerry Fox,Alexia Keogh,Karen Fergusson,Iris Churn,Jessie Mune,Kevin J. Wilson,Francesca Collins,Melina Bernecker,Mark Morrison,Katherine Murray-Cowper
4510,99731,Natasha Richardson,Faye Dunaway,Aidan Quinn,Elizabeth McGovern,Victoria Tennant,Robert Duvall,Blanche Baker,Traci Lind,Zoey Wilson,Kathryn Doby
4511,308808,Linus Torvalds,Richard Stallman,Eric Raymond,Bruce Perens,Larry Augustin,Michael Tiemann,Brian Behlendorf,Frank Hecker,Chris DiBona,Nick Moffitt
4512,67445,Dirk Bogarde,Romolo Valli,Mark Burns,Nora Ricci,Marisa Berenson,Carole André,Björn Andrésen,Silvana Mangano,Leslie French,Franco Fabrizi
4513,288045,Jackie Chan,Lee Evans,Claire Forlani,Julian Sands,John Rhys-Davies,Anthony Chau-Sang Wong,Christy Chung,Johann Myers,Alex Bao,Siu-Ming Lau
4514,270980,Mark Aisbett,Ashton Kutcher,Jon Abrahams,Tara Reid,Molly Shannon,Terence Stamp,Andy Richter,Tyler Labine,Michael Madsen,Ryan Zwick
4515,286476,Vlastimil Brodský,Stella Zázvorková,Stanislav Zindulka,Ondrej Vetchý,Petra Spalková,Jirí Lábus,Zita Kabátová,Katerina Pindejová,Lubomír Kostelka,Juraj Johanides
4516,357470,Shia LaBeouf,Elden Henson,Amy Smart,Billy Kay,Kathleen Quinlan,Shiri Appleby,William Sadler,Ray Wise,Philipp Karner,Anson Mount
4517,243232,Joseph Fiennes,David Wenham,Adrian Lester,Anne Brochet,Nikolina Kujaca,Rosemary Murphy,Vlado Jovanovski,Salaetin Bilal,Vera Farmiga,Matt Ross
4518,271211,Mark 'Gator' Rogowski,Tony Hawk,Jason Jessee,John Brinton Hogan,Steve Olson,Brandi McClain,Stacy Peralta,Lance Mountain,Steve Caballero,John Hogan
4519,301470,Ray Wise,Jonathan Breck,Garikayi Mutambirwa,Eric Nenninger,Nicki Aycox,Travis Schiffner,Lena Cardwell,Billy Aaron Brown,Marieh Delfino,Diane Delano
4520,303785,Rahul Khanna,Lisa Ray,Moushumi Chatterjee,Dina Pathak,Kulbhushan Kharbanda,Ranjit Chowdhry,Jessica Paré,Rishma Malik,Jasbir Mann,Arjun Lombardi-Singh
4521,301684,Robert Carlyle,Vanessa Feltz,Ricky Tomlinson,Kathy Burke,Vicki Patterson,Shirley Henderson,Finn Atkins,Kelly Thresher,Rhys Ifans,Andrew Shim
4522,325258,David Spade,Mary McCormack,Craig Bierko,Scott Terra,Jenna Boyd,John Farley,Bobby Slayton,Michael Buffer,Fred Wolf,Alyssa Milano
4523,320244,Seth Green,Macaulay Culkin,Diana Scarwid,Dillon Woolley,Marilyn Manson,Dylan McDermott,Mia Kirshner,Wilmer Valderrama,Elliot Kriss,Janis Dardaris
4524,260414,Harvey Keitel,Stellan Skarsgård,Moritz Bleibtreu,Birgit Minichmayr,Ulrich Tukur,Oleg Tabakov,Hanns Zischler,Armin Rohde,R. Lee Ermey,August Zirner
4525,303816,Rider Strong,Jordan Ladd,James DeBello,Cerina Vincent,Joey Kern,Arie Verveen,Robert Harris,Hal Courtney,Matthew Helms,Richard Boone
4526,325805,Nicolas Cage,Sam Rockwell,Alison Lohman,Bruce Altman,Bruce McGill,Jenny O'Hara,Steve Eastin,Beth Grant,Sheila Kelley,Fran Kranz
4527,285823,Antonio Banderas,Salma Hayek,Johnny Depp,Mickey Rourke,Eva Mendes,Danny Trejo,Enrique Iglesias,Marco Leonardi,Cheech Marin,Rubén Blades
4528,246592,Adrien Brody,Milla Jovovich,Illeana Douglas,Vera Farmiga,Jessica Walter,Ron Leibman,Jared Harris,Mirabella Pisani,Helen Hanft,Richmond Hoxie
4529,335266,Scarlett Johansson,Bill Murray,Akiko Takeshita,Kazuyoshi Minamimagoe,Kazuko Shibata,Take,Ryuichiro Baba,Akira Yamaguchi,Catherine Lambert,François du Bois
4530,291350,Miyoko Shôji,Mami Koyama,Fumiko Orikasa,Shôzô Îzuka,Shôko Tsuda,Hirotaka Suzuoki,Hisako Kyôda,Kan Tokumaru,Tomie Kataoka,Takkô Ishimori
4531,103957,Karen Black,Peter DeLuise,Ami Dolenz,Maya McLaughlin,Evan MacKenzie,David Sawyer,Shirley Spiegler Jacobs,Josette DiCarlo,Lloyd J. Kalicki,Daniel Arthur Wray
4532,89222,Anthony Edwards,Linda Fiorentino,Jsu Garcia,Alex Rocco,Marla Adams,Klaus Löwitsch,Christopher Rydell,Christie Claridge,Brad Cowgill,Kari Lizer
4533,104647,Christian Slater,Milla Jovovich,Ric Roman Waugh,Steve Holladay,Chad Randall,Clarke Coleman,Leon Rippy,Craig Benton,Ashley Judd,Bruce Boxleitner
4534,103285,Jet Li,Biao Yuen,Rosamund Kwan,Jacky Cheung,Kent Cheng,Kam-Fai Yuen,Shi-Kwan Yen,Shun Lau,Wu Ma,Jianguo Qiu
4535,105839,Jet Li,Rosamund Kwan,Siu Chung Mok,David Chiang,Donnie Yen,Tielin Zhang,Xin Xin Xiong,Paul Fonoroff,Shi-Kwan Yen,Ka-Kui Ho
4536,108592,Jet Li,Rosamund Kwan,Siu Chung Mok,Xin Xin Xiong,Shun Lau,John Wakefield,Jin Chiu,Cunzhuang Ge,Tak-Yan Wong,Chunzhong Zhang
4537,70510,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,P.J. Johnson,Jessie Lee Fulton,James N. Harrell,Lila Waters,Noble Willingham,Bob Young
4538,88993,Lori Cardille,Terry Alexander,Joseph Pilato,Jarlath Conroy,Anthony Dileo Jr.,Richard Liberty,Sherman Howard,Gary Howard Klar,Ralph Marrero,John Amplas
4539,64418,Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,E.J. Peaker,Joyce Ames,Tommy Tune,Judy Knaiz,David Hurst
4540,104850,Chevy Chase,Daryl Hannah,Sam Neill,Michael McKean,Stephen Tobolowsky,Jim Norton,Pat Skipper,Paul Perri,Richard Epcar,Steven Barr
4541,89730,Lauren Hutton,Jim Carrey,Karen Kopins,Cleavon Little,Thomas Ballatore,Skip Lackey,Jeb Stuart Adams,Joseph Brutsman,Stuart Charno,Robin Klein
4542,75261,Don Scardino,Patricia Pearcy,R.A. Dow,Jean Sullivan,Peter MacLean,Fran Higgins,William Newman,Barbara Quinn,Carl Dagenhart,Angel Sande
4543,78908,Oliver Reed,Samantha Eggar,Art Hindle,Henry Beckman,Nuala Fitzgerald,Cindy Hinds,Susan Hogan,Gary McKeehan,Michael Magee,Robert A. Silverman
4544,313792,Woody Allen,Jason Biggs,Fisher Stevens,Anthony Arkin,Danny DeVito,Christina Ricci,KaDee Strickland,Jimmy Fallon,Diana Krall,William Hill
4545,331468,Dennis Quaid,Sharon Stone,Stephen Dorff,Juliette Lewis,Kristen Stewart,Ryan Wilson,Dana Eskelson,Christopher Plummer,Simon Reynolds,Kathleen Duborg
4546,191133,Nigel Washington,Chloe Bailey,Demetress Long,Ann Nesby,Faith Evans,Melba Moore,Rosalie Washington,Ricky Dillard,Larry John Meyers,Shirley Caesar
4547,327137,Michael Caine,Robert Duvall,Haley Joel Osment,Kyra Sedgwick,Nicky Katt,Josh Lucas,Michael O'Neill,Deirdre O'Connell,Eric Balfour,Christian Kane
4548,320691,Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux
4549,281686,Bruce Campbell,Ossie Davis,Ella Joyce,Heidi Marnhout,Bob Ivy,Edith Jefferson,Larry Pennell,Reggie Bannister,Daniel Roebuck,Daniel Schweiger
4550,310154,Jamal Udin Torabi,Enayatullah,Imran Paracha,Hiddayatullah,Jamau,Wakeel Khan,Lal Zarin,Ahsan Raza,Mirwais Torabi,Abdul Ahmad
4551,266489,Ben Stiller,Drew Barrymore,Eileen Essell,Harvey Fierstein,Justin Theroux,James Remar,Robert Wisdom,Swoosie Kurtz,Wallace Shawn,Maya Rudolph
4552,327850,Dwayne Johnson,Seann William Scott,Rosario Dawson,Christopher Walken,Ewen Bremner,Jon Gries,William Lucking,Ernie Reyes Jr.,Stuart F. Wilson,Dennis Keiffer
4553,328589,Diane Lane,Sandra Oh,Lindsay Duncan,Raoul Bova,Vincent Riotta,Mario Monicelli,Roberto Nobile,Anita Zagaria,Evelina Gori,Giulia Louise Steigerwalt
4554,309820,Joseph Fiennes,Alfred Molina,Jonathan Firth,Claire Cox,Peter Ustinov,Bruno Ganz,Uwe Ochsenknecht,Mathieu Carrière,Benjamin Sadler,Jochen Horst
4555,330602,Luke Kirby,Ginette Reno,Paul Sorvino,Mary Walsh,Peter Miller,Claudia Ferri,Sophie Lorain,Tim Post,Tara Nicodemo,Pierrette Robitaille
4556,314412,Sarah Polley,Amanda Plummer,Scott Speedman,Leonor Watling,Debbie Harry,Maria de Medeiros,Mark Ruffalo,Julian Richings,Kenya Jo Kennedy,Jessica Amlee
4557,318202,Georges Lopez,Alizé,Axel Thouvenin,Guillaume,Jessie,Johan,Johann,Jonathan,Julien,Laura
4558,286244,Jean-Claude Donda,Dirk Denoyelle,Monica Viegas,Graziellia de Villa,Michel Robin,Noël Baye,Suzy Falk,Michèle Caucheteux,Nicole Shirer,Germaine Charest
4559,86541,James Woods,Sonja Smits,Debbie Harry,Peter Dvorsky,Leslie Carlson,Jack Creley,Lynne Gorman,Julie Khaner,Reiner Schwarz,David Bolt
4560,284262,Belinda Becker,Buju Banton,Horst Köhler,Michael Manley,Stanley Fischer,Michael Witter,David Coore,Bill Clinton,Jean-Bertrand Aristide,Yami Bolo
4561,282674,Aamir Khan,Gracy Singh,Rachel Shelley,Paul Blackthorne,Suhasini Mulay,Kulbhushan Kharbanda,Raghubir Yadav,Rajendra Gupta,Rajesh Vivek,Shri Vallabh Vyas
4562,55031,Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Maximilian Schell,Judy Garland,Montgomery Clift,William Shatner,Werner Klemperer,Kenneth MacKenna
4563,103882,Isobel Hawking,Stephen Hawking,Janet Humphrey,Mary Hawking,Basil King,Derek Powney,Norman Dix,Robert Berman,Gordon Berry,Roger Penrose
4564,97728,Matti Pellonpää,Kari Väänänen,Sakke Järvenpää,Heikki Keskinen,Pimme Korhonen,Sakari Kuosmanen,Puka Oinonen,Silu Seppälä,Mauri Sumén,Mato Valtonen
